def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(MAIN),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(PROTO),
!def(PROTO),
def(FEAT_TERMRESPONSE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_W32),
