(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(FEAT_BEVAL),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(__MINT__),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(MAIN),
def(NBDEBUG),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(WIN32),
def(WSDEBUG),
