def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
True,
!def(NO_CONSOLE),
!def(PROTO),
!def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
