def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
def(PROTO),
def(__MINT__),
!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
