def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(DEBUG),
def(NBDEBUG),
!def(PROTO),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
True,
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(PROTO),
!def(INET_SOCKETS),
