def(WSDEBUG),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
!def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(PROTO),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
