(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(PROTO),
True,
def(INET_SOCKETS),
def(WSDEBUG),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(FEAT_BEVAL),
def(__MINT__),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(FEAT_GUI),
