def(__BORLANDC__),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(DEBUG),
True,
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
