def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(NOIME)),
!def(RISCOS),
!def(FEAT_GUI_W32),
def(FEAT_DND),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(DEBUG),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)),
!def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
True,
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(EBCDIC),
