!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
True,
def(__BORLANDC__),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(PROTO),
!def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
