def(MAIN),
!def(PROTO),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG),
def(INET_SOCKETS),
