!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(RISCOS),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_EMACS_TAGS),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_MBYTE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(RISCOS),
True,
