def(NBDEBUG),
def(WSDEBUG),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_BEVAL_GUI),
def(UNIX),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
!def(UNIX),
def(ABORT_ON_INTERNAL_ERROR),
def(FEAT_JOB_CHANNEL),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
def(MAIN),
def(_WIN32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(PROTO),
