(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(LESSTIF_VERSION),
!def(WIN64),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(RISCOS),
True,
def(JUMPLIST_ROTATE),
def(EBCDIC),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_GUI_MOTIF),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(FEAT_MBYTE),
!def(FEAT_RIGHTLEFT),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
!def(FEAT_GUI_MOTIF),
def(DEBUG),
def(FEAT_TOOLBAR),
def(WIN64),
!def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
