!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
def(INET_SOCKETS),
True,
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_MBYTE),
def(MAIN),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(PROTO),
