def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
!def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(PROTO),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(__MINT__),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WIN32),
def(WSDEBUG_SENSE),
def(UNIX),
def(WSDEBUG),
def(MAIN),
def(NBDEBUG),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
