def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(DEBUG),
def(MCH_WRITE_DUMP),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
True,
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(NBDEBUG),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_GUI),
