!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(NBDEBUG),
!def(PROTO),
True,
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
