def(FEAT_FKMAP),
def(FEAT_GUI),
def(PROTO),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(__BORLANDC__),
!def(INET_SOCKETS),
