def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(PROTO),
