def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
True,
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(DEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
