def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(_WIN32),
def(FEAT_MBYTE),
True,
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(WSDEBUG),
def(NBDEBUG),
def(MAIN),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(WIN32),
!def(FEAT_GUI_GTK),
