!def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(PROTO),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
