def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
