def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
True,
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(PROTO),
def(DEBUG),
!def(FEAT_BEVAL),
