!def(INET_SOCKETS),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
True,
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
