def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(DEBUG),
def(WIN32),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
def(__MINT__),
def(WSDEBUG_TRACE),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(FEAT_GUI),
def(WSDEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
