def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_GUI),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
True,
!def(PROTO),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(RISCOS),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(RISCOS),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_FKMAP),
