def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(PROTO),
def(DEBUG),
def(FEAT_MBYTE),
!def(PROTO),
!def(FEAT_MBYTE),
!def(EBCDIC),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(EBCDIC),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI),
!def(FEAT_BEVAL),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(RISCOS),
def(FEAT_TOOLBAR),
