def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(WIN32),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(NO_CONSOLE),
def(_WIN32),
def(WSDEBUG),
True,
def(MAIN),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_MBYTE),
