def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
!def(FEAT_MBYTE),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(RISCOS),
True,
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
!def(RISCOS),
