def(FEAT_MBYTE),
!def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
!def(FEAT_BEVAL),
!def(EBCDIC),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(RISCOS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(EBCDIC),
def(__BORLANDC__),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_TOOLBAR),
def(RISCOS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(FEAT_RIGHTLEFT),
