!def(PROTO),
def(LESSTIF_VERSION),
True,
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(PROTO),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
