(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(MAIN),
def(FEAT_GUI),
def(FEAT_BEVAL),
