def(__MINT__),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(PROTO),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WIN32),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(MAIN),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
