def(PROTO),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
!def(PROTO),
def(FEAT_GUI_GTK),
True,
def(DEBUG),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
