def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(FEAT_RIGHTLEFT),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(UNIX),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(FEAT_FLOAT),
def(NBDEBUG),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(UNIX),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(_WIN32),
True,
!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(INET_SOCKETS),
def(PROTO),
