def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(FEAT_FKMAP),
True,
def(FEAT_RIGHTLEFT),
!def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(PROTO),
def(PROTO),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(WSDEBUG),
