def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
True,
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(_WIN32),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(DEBUG),
