def(MAIN),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(NO_CONSOLE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(WIN32),
True,
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI_W32),
