!def(NO_CONSOLE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(DEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(MAIN),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
True,
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(INET_SOCKETS),
