!def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
True,
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
def(FEAT_GUI),
def(INET_SOCKETS),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
