def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(PROTO),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_GUI),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
True,
def(MCH_WRITE_DUMP),
