!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(PROTO),
!def(FEAT_GUI_GTK),
def(_WIN32),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WIN32),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
True,
def(INET_SOCKETS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(MAIN),
def(FEAT_GUI),
