def(INET_SOCKETS),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(DEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(PROTO),
def(WIN32),
def(FEAT_BEVAL),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(__MINT__),
True,
