def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(PROTO),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
True,
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(__BORLANDC__),
