!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_RIGHTLEFT),
True,
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
