def(MAIN),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
True,
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(PROTO),
def(_WIN32),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(__MINT__),
def(FEAT_GUI),
def(WIN32),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
