def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(DEBUG),
def(JUMPLIST_ROTATE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(PROTO),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
!def(PROTO),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
