def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
True,
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_MBYTE),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
!def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(RISCOS),
def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(RISCOS),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
