def(FEAT_PROFILE),
def(WSDEBUG),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(__MINT__),
True,
def(_WIN32),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
