def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(INET_SOCKETS),
def(PROTO),
def(_WIN32),
!def(NO_CONSOLE),
def(FEAT_TERMTRUECOLOR),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
True,
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(MAIN),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
