def(FEAT_MBYTE),
def(__BORLANDC__),
def(FEAT_GUI),
def(FEAT_BEVAL),
!def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(RISCOS),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(DEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
!def(RISCOS),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
True,
