def(JUMPLIST_ROTATE),
def(NBDEBUG),
True,
def(MAIN),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(WSDEBUG_TRACE),
