def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(NBDEBUG),
def(__BORLANDC__),
True,
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
