def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_GUI),
def(PROTO),
def(FEAT_FKMAP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
