!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(RISCOS),
!def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_FKMAP),
!def(FEAT_MBYTE),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(RISCOS),
def(NBDEBUG),
