def(FEAT_RIGHTLEFT),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(FEAT_FLOAT),
def(__MINT__),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_FKMAP),
def(PROTO),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WIN32),
def(LESSTIF_VERSION),
