!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_EMACS_TAGS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_GUI),
def(NBDEBUG),
True,
!def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(PROTO),
def(FEAT_RIGHTLEFT),
