def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(NO_CONSOLE),
def(MAIN),
def(WSDEBUG),
def(FEAT_BEVAL),
def(DEBUG),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(_WIN32),
def(WIN32),
def(FEAT_FKMAP),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
True,
