def(MAIN),
def(FEAT_MBYTE),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
def(INET_SOCKETS),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(__MINT__),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(PROTO),
