!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_TOOLBAR),
def(MAIN),
def(__MINT__),
def(PROTO),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
True,
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
