!def(FEAT_GUI_W32),
def(WSDEBUG),
def(DEBUG),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_PROFILE),
def(_WIN32),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
