def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
True,
def(__BORLANDC__),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(PROTO),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(PROTO),
